meeting_id,department,word_count,positive_count,negative_count,sentiment_score
M_1364,Customer Support,2383,108,35,4.07
M_1365,Engineering,1733,46,61,3.49
M_1366,Customer Support,1816,85,56,4.78
M_1367,Legal,1619,60,53,5.45
M_1368,Engineering,2254,98,41,5.99
M_1369,Sales,3610,178,67,6.03
M_1370,IT,1775,72,65,6.44
M_1371,Engineering,2669,140,55,4.86
M_1372,Product Management,1908,93,22,3.84
M_1373,Marketing,2265,101,63,3.59
M_1374,Sales,1140,29,15,4.8
M_1375,Product Management,2301,122,77,5.85
M_1376,Marketing,2325,133,68,5.01
M_1377,Marketing,2986,76,108,5.52
M_1378,HR,2700,106,90,6.38
M_1379,Finance,1421,43,18,4.3
M_1380,Engineering,3475,174,74,5.67
M_1381,HR,2689,131,89,5.59
M_1382,IT,2678,68,60,4.34
M_1383,Sales,2491,137,97,7.18
M_1384,Operations,2034,55,65,4.72
M_1385,Sales,2696,139,28,5.87
M_1386,Customer Support,2928,112,106,6.17
M_1387,Engineering,927,30,12,5.61
M_1388,IT,2015,53,28,5.86
M_1389,Marketing,2270,60,72,6.33
M_1390,Sales,2730,126,98,5.27
M_1391,Engineering,3573,150,93,6.16
M_1392,Engineering,1805,44,33,4.66
M_1393,Marketing,2051,50,42,4.83
M_1394,Sales,2038,46,41,5.53
M_1395,Customer Support,1778,88,35,4.42
M_1396,Marketing,2187,106,37,6.27
M_1397,Sales,3193,71,90,5.93
M_1398,Operations,1551,65,57,4.66
M_1399,Operations,2885,67,55,5.58
M_1400,Engineering,968,54,15,5.18
M_1401,Engineering,1994,112,70,4.95
M_1402,Engineering,2203,105,71,5.19
M_1403,Customer Support,4007,228,151,5.12
M_1404,Operations,2252,118,33,5.69
M_1405,Marketing,518,27,7,5.35
M_1406,Product Management,700,29,18,5.83
M_1407,Customer Support,2530,81,71,4.47
M_1408,Finance,3052,87,74,4.52
M_1409,Product Management,2837,93,79,3.87
M_1410,Sales,2650,119,40,7.0
M_1411,Engineering,3546,95,86,5.04
M_1412,Sales,2014,61,59,5.96
M_1413,Engineering,3305,127,75,5.99
M_1414,Finance,1031,30,31,4.61
M_1415,R&D,1685,73,39,4.1
M_1416,Engineering,873,49,17,5.42
M_1417,Engineering,2252,112,43,5.55
M_1418,Marketing,2458,114,54,5.29
M_1419,R&D,2602,112,27,6.51
M_1420,Sales,2555,100,76,3.57
M_1421,Marketing,1665,45,58,6.11
M_1422,Engineering,2328,129,48,5.98
M_1423,Engineering,1152,34,13,5.55
M_1424,Data Science,3726,88,147,2.17
M_1425,IT,2226,111,39,6.35
M_1426,Engineering,2060,55,28,4.31
M_1427,IT,3930,137,82,4.73
M_1428,Operations,1381,29,44,4.75
M_1429,Product Management,1486,37,27,5.39
M_1430,Marketing,1513,40,41,5.78
M_1431,Marketing,2438,54,54,6.0
M_1432,Marketing,2888,133,39,6.28
M_1433,Operations,3165,169,63,5.54
M_1434,Engineering,4814,168,152,5.37
M_1435,Engineering,475,26,13,4.4
M_1436,Sales,3047,86,41,5.23
M_1437,Operations,1998,65,29,5.9
M_1438,Sales,1972,51,57,6.49
M_1439,Operations,1942,87,66,5.69
M_1440,IT,1682,61,34,4.75
M_1441,Engineering,4016,178,111,5.9
M_1442,Operations,3258,164,49,4.42
M_1443,Marketing,2520,105,48,6.39
M_1444,Product Management,3715,167,39,5.14
M_1445,Engineering,1138,65,37,6.59
M_1446,Operations,1302,41,28,3.88
M_1447,Product Management,539,18,18,6.41
M_1448,R&D,1870,91,58,4.89
M_1449,Operations,2645,117,92,4.79
M_1450,Marketing,2592,70,48,5.5
M_1451,Operations,2634,92,40,4.64
M_1452,Product Management,1230,47,48,4.93
M_1453,Finance,3222,118,101,4.46
M_1454,Engineering,2715,73,95,4.36
M_1455,R&D,3159,179,32,5.85
M_1456,Operations,796,40,16,4.58
M_1457,Operations,2780,109,89,4.46
M_1458,Sales,1431,67,17,4.89
M_1459,Operations,2142,119,57,4.89
M_1460,HR,2980,75,68,6.07
M_1461,Operations,2581,77,27,4.52
M_1462,Engineering,1733,72,29,4.66
M_1463,Operations,2505,130,46,5.49
M_1464,Data Science,1121,24,14,4.79
M_1465,Engineering,3535,209,102,7.09
M_1466,IT,2315,88,39,5.08
M_1467,HR,3506,120,64,5.43
M_1468,Product Management,2026,64,74,5.71
M_1469,Customer Support,2028,54,48,5.31
M_1470,Finance,1812,93,39,5.48
M_1471,Customer Support,3288,191,104,4.72
M_1472,Product Management,1861,68,69,6.61
M_1473,HR,3080,178,33,5.39
M_1474,Sales,2155,114,50,5.69
M_1475,Operations,721,28,20,4.59
M_1476,Customer Support,1986,93,38,3.58
M_1477,Customer Support,1438,53,47,5.24
M_1478,Customer Support,2530,107,99,2.9
M_1479,Marketing,1428,31,54,5.08
M_1480,Customer Support,3333,159,59,4.73
M_1481,Engineering,2418,53,40,6.85
M_1482,Finance,2340,123,90,3.68
M_1483,Engineering,3090,163,73,4.57
M_1484,Sales,3367,99,54,5.78
M_1485,HR,2481,81,77,4.86
M_1486,HR,1805,70,33,4.77
M_1487,Operations,903,39,16,5.19
M_1488,HR,1882,59,68,3.94
M_1489,Marketing,1944,84,28,5.85
M_1490,Sales,2596,82,30,3.84
M_1491,HR,2189,48,39,5.02
M_1492,Sales,3119,62,87,5.11
M_1493,Engineering,1948,46,26,5.92
M_1494,Finance,2448,126,59,6.68
M_1495,Operations,3565,208,102,5.03
M_1496,Operations,2807,104,99,6.13
M_1497,Marketing,2445,99,41,5.23
M_1498,HR,1958,50,67,4.14
M_1499,Product Management,1930,81,32,6.65
M_1500,Marketing,1734,44,52,5.64
M_1501,Marketing,2013,89,46,5.48
M_1502,Engineering,3180,182,42,5.99
M_1503,Sales,2300,64,72,5.96
M_1504,HR,1285,64,21,5.28
M_1505,HR,4091,85,62,4.0
M_1506,Finance,2787,97,57,4.93
M_1507,Finance,1233,30,36,5.45
M_1508,Finance,2102,71,35,5.07
M_1509,Customer Support,2599,70,40,5.37
M_1510,Customer Support,4034,140,41,5.11
M_1511,Customer Support,1502,55,36,4.07
M_1512,IT,3378,108,77,4.04
M_1513,Engineering,3759,173,63,5.17
M_1514,Engineering,1934,109,22,5.03
M_1515,Engineering,2250,81,51,5.4
M_1516,Operations,1567,43,52,4.37
M_1517,Legal,2316,71,72,4.05
M_1518,Sales,2467,133,88,6.93
M_1519,R&D,3093,132,31,5.45
M_1520,Engineering,3481,132,135,4.43
M_1521,R&D,1826,47,36,5.07
M_1522,HR,729,27,28,6.09
M_1523,Engineering,2480,77,43,5.37
M_1524,Marketing,2764,159,66,6.1
M_1525,Sales,2724,150,56,5.45
M_1526,Sales,2205,51,45,6.73
M_1527,Sales,2612,106,92,7.94
M_1528,Customer Support,3863,112,125,3.99
M_1529,Finance,2843,103,113,4.02
M_1530,Sales,2163,119,61,6.22
M_1531,Operations,2049,84,48,5.88
M_1532,Customer Support,2347,78,29,4.72
M_1533,Sales,3973,112,158,4.65
M_1534,HR,2335,121,61,5.17
M_1535,Engineering,2482,111,76,5.62
M_1536,Engineering,2065,79,45,4.84
M_1537,Operations,3489,100,92,5.51
M_1538,Engineering,4263,142,163,5.88
M_1539,Marketing,2905,169,43,5.91
M_1540,Operations,2574,105,48,5.2
M_1541,Engineering,2533,91,36,5.88
M_1542,Finance,354,14,11,4.4
M_1543,Sales,3170,162,37,5.33
M_1544,IT,2620,88,32,5.0
M_1545,Marketing,2885,78,54,4.92
M_1546,Customer Support,1859,80,47,4.17
M_1547,Finance,2153,100,47,6.71
M_1548,Engineering,2130,103,24,7.11
M_1549,Operations,3419,189,132,4.88
M_1550,IT,2159,75,83,5.04
M_1551,Finance,4374,100,80,4.9
M_1552,Customer Support,2887,168,92,5.66
M_1553,Legal,1351,50,36,5.53
M_1554,Sales,2384,107,40,4.44
M_1555,Sales,1913,89,34,6.52
M_1556,Operations,525,21,12,4.13
M_1557,HR,3939,111,88,6.47
M_1558,Product Management,3132,157,58,5.67
M_1559,Legal,2979,155,101,4.07
M_1560,HR,2648,111,64,4.98
M_1561,Sales,1256,49,37,5.59
M_1562,Customer Support,2064,50,32,5.07
M_1563,Sales,3257,76,84,6.68
M_1564,Customer Support,1553,52,30,3.89
M_1565,HR,221,7,5,6.56
M_1566,Operations,2295,133,76,6.53
M_1567,Engineering,2372,121,78,4.48
M_1568,Operations,2622,121,54,5.31
M_1569,Marketing,3155,128,97,6.79
M_1570,Finance,3073,82,117,5.87
M_1571,Engineering,2732,161,78,5.03
M_1572,Customer Support,3575,125,51,5.39
M_1573,Product Management,1132,27,34,7.34
M_1574,Sales,2954,117,38,6.15
M_1575,Engineering,3063,168,110,4.68
M_1576,Engineering,1384,76,35,5.43
M_1577,Operations,1147,23,24,5.19
M_1578,Finance,1828,101,21,5.02
M_1579,Finance,1904,58,40,5.45
M_1580,Sales,3178,68,117,4.42
M_1581,HR,1946,104,20,4.9
M_1582,Finance,1729,94,41,5.91
M_1583,Marketing,1949,85,73,3.84
M_1584,Data Science,3506,150,76,5.93
M_1585,Engineering,2511,131,57,3.69
M_1586,Operations,2338,120,63,3.86
M_1587,HR,2400,133,57,4.92
M_1588,HR,3662,154,55,5.5
M_1589,Customer Support,1825,107,19,6.02
M_1590,Operations,3683,220,104,5.36
M_1591,Data Science,2689,66,101,4.67
M_1592,Engineering,2355,127,31,5.87
M_1593,Engineering,4750,189,77,4.54
M_1594,Customer Support,1549,54,32,4.83
M_1595,Finance,2181,97,74,4.15
M_1596,Sales,1390,30,25,5.87
M_1597,Engineering,3357,135,122,4.93
M_1598,Engineering,4020,220,46,4.79
M_1599,Legal,4002,114,152,4.53
M_1600,Engineering,3601,133,96,5.23
M_1601,Sales,2322,133,69,7.15
M_1602,Sales,2171,80,45,4.46
M_1603,HR,995,34,33,4.95
M_1604,Engineering,4332,162,64,4.62
M_1605,Marketing,2922,119,33,6.29
M_1606,Engineering,2057,93,44,5.84
M_1607,Customer Support,3695,192,131,5.13
M_1608,Sales,1624,61,53,5.16
M_1609,Finance,2865,150,73,5.98
M_1610,Legal,2344,96,63,3.53
M_1611,Operations,3074,103,42,3.81
M_1612,Finance,2442,113,86,4.09
M_1613,Sales,1194,58,40,5.89
M_1614,Sales,2568,108,76,6.51
M_1615,Operations,3443,76,82,2.6
M_1616,Data Science,2473,66,96,5.94
M_1617,Operations,3197,100,116,5.05
M_1618,Finance,1559,48,45,3.77
M_1619,Customer Support,2476,116,52,4.91
M_1620,Marketing,1937,40,55,6.09
M_1621,Engineering,3172,159,86,5.71
M_1622,Finance,2528,77,55,5.97
M_1623,IT,3121,101,59,4.04
M_1624,Engineering,3478,143,77,4.86
M_1625,Operations,3122,89,84,4.28
M_1626,Sales,2745,152,62,7.71
M_1627,Finance,1601,37,28,5.57
M_1628,Engineering,2497,94,81,7.33
M_1629,Marketing,2020,109,52,5.15
M_1630,Customer Support,2190,97,26,4.36
M_1631,Sales,2162,68,45,5.74
M_1632,Operations,1618,59,59,6.1
M_1633,Customer Support,738,35,24,4.47
M_1634,R&D,1898,111,37,5.49
M_1635,Sales,2674,149,102,6.04
M_1636,HR,1286,43,15,5.25
M_1637,Engineering,2514,150,97,4.69
M_1638,Data Science,4210,84,73,4.92
M_1639,R&D,3420,72,35,4.96
M_1640,Finance,3979,210,91,5.29
M_1641,Product Management,2852,79,59,5.82
M_1642,Marketing,3550,79,92,6.69
M_1643,Operations,1848,54,62,4.28
M_1644,Engineering,1920,71,67,4.71
M_1645,Customer Support,150,7,3,4.24
M_1646,Engineering,3567,160,81,5.37
M_1647,Customer Support,3886,114,56,4.34
M_1648,Customer Support,2002,80,22,5.04
M_1649,Operations,2271,129,66,6.16
M_1650,Engineering,1821,95,21,3.39
M_1651,Sales,2844,93,91,6.21
M_1652,Sales,3512,208,91,5.71
M_1653,HR,931,45,14,5.7
M_1654,Engineering,2868,64,75,4.24
M_1655,R&D,2250,48,34,6.02
M_1656,Finance,2602,69,60,5.77
M_1657,Sales,2913,143,99,6.45
M_1658,HR,2330,63,55,5.67
M_1659,Marketing,2406,97,34,4.9
M_1660,Finance,2307,54,73,4.42
M_1661,Marketing,3373,191,52,6.31
M_1662,R&D,2876,97,92,4.4
M_1663,Marketing,2698,151,65,6.8
M_1664,Data Science,1356,78,32,5.08
M_1665,Product Management,2159,43,76,5.25
M_1666,Sales,3308,127,103,7.76
M_1667,R&D,2533,53,27,4.54
M_1668,Engineering,3093,174,58,5.43
M_1669,Customer Support,4089,166,147,5.42
M_1670,HR,3434,78,36,5.88
M_1671,Product Management,2583,63,68,4.72
M_1672,Product Management,2040,72,64,4.63
M_1673,Customer Support,201,11,5,4.7
M_1674,Customer Support,2348,112,77,5.8
M_1675,Sales,2206,120,70,5.75
M_1676,Engineering,2851,98,87,5.1
M_1677,HR,2361,51,81,4.53
M_1678,Engineering,2211,130,64,5.86
M_1679,Operations,898,18,19,5.11
M_1680,Sales,1654,95,39,5.22
M_1681,IT,2928,101,92,4.26
M_1682,Operations,4044,82,146,3.24
M_1683,Customer Support,2412,114,43,4.26
M_1684,Engineering,2795,165,56,6.03
M_1685,Product Management,3357,196,127,6.26
M_1686,R&D,1770,46,48,5.54
M_1687,Marketing,2830,77,43,5.84
M_1688,Finance,1833,78,54,5.03
M_1689,Customer Support,3278,149,130,5.22
M_1690,Engineering,2636,130,91,5.38
M_1691,Marketing,2768,75,89,6.71
M_1692,HR,1795,104,29,5.34
M_1693,Engineering,3136,142,113,6.17
M_1694,HR,4376,235,112,5.98
M_1695,Engineering,1592,66,58,5.64
M_1696,Engineering,2194,80,43,3.56
M_1697,Engineering,2708,160,32,6.22
M_1698,IT,3207,138,77,5.09
M_1699,Finance,1996,109,36,5.01
M_1700,IT,150,8,4,4.08
M_1701,Marketing,3723,175,144,5.33
M_1702,Sales,3184,133,97,5.91
M_1703,Marketing,931,18,34,3.98
M_1704,Marketing,1953,42,46,3.99
M_1705,Engineering,3911,109,129,5.34
M_1706,Operations,3803,104,134,5.62
M_1707,Sales,3344,100,104,5.91
M_1708,Operations,2341,75,59,5.99
M_1709,Operations,2574,88,74,4.99
M_1710,Engineering,2382,87,73,5.02
M_1711,Engineering,3515,84,61,4.33
M_1712,Customer Support,1711,37,58,3.34
M_1713,Marketing,1774,83,68,6.9
M_1714,Engineering,3409,141,81,6.08
M_1715,Data Science,2460,92,76,3.95
M_1716,Engineering,3740,169,120,5.26
M_1717,Operations,1895,100,56,5.15
M_1718,Data Science,2450,90,64,4.89
M_1719,Sales,1669,76,60,5.48
M_1720,Engineering,2506,145,58,5.65
M_1721,Engineering,1169,62,13,6.07
M_1722,Sales,2061,76,72,6.14
M_1723,Engineering,1207,55,36,5.06
M_1724,Operations,3124,84,110,4.79
M_1725,Engineering,3144,133,44,6.03
M_1726,Marketing,942,55,10,6.14
M_1727,Data Science,3700,150,140,5.09
M_1728,Customer Support,4747,271,68,4.97
M_1729,Operations,2541,92,87,5.3
M_1730,Sales,1922,115,66,5.61
M_1731,Operations,5041,217,157,5.78
M_1732,Marketing,1312,28,18,4.43
M_1733,HR,2518,109,75,4.81
M_1734,Engineering,2661,82,97,5.43
M_1735,Legal,3710,79,84,3.67
M_1736,Marketing,2823,149,63,4.25
M_1737,Engineering,2051,63,47,5.13
M_1738,HR,1643,85,20,4.04
M_1739,HR,2192,69,80,3.91
M_1740,Customer Support,1593,44,57,5.08
M_1741,Customer Support,2543,149,101,4.62
M_1742,Customer Support,1992,68,54,5.61
M_1743,Engineering,1155,50,37,4.15
M_1744,HR,3629,161,58,5.21
M_1745,Marketing,2052,87,61,5.72
M_1746,Engineering,1358,76,40,4.33
M_1747,Sales,2348,110,86,6.82
M_1748,Customer Support,2561,92,89,4.99
M_1749,Engineering,928,50,35,3.87
M_1750,Finance,2798,76,100,4.88
M_1751,Sales,1557,65,56,6.17
M_1752,Engineering,4039,234,48,4.99
M_1753,Sales,2971,133,105,4.5
M_1754,IT,2140,112,60,5.47
M_1755,Customer Support,1829,84,39,6.45
M_1756,IT,2405,128,28,5.11
M_1757,Marketing,3051,176,92,6.86
M_1758,Engineering,2477,76,49,4.51
M_1759,Finance,2304,61,55,5.2
M_1760,Marketing,2552,100,77,5.99
M_1761,Product Management,1956,94,73,5.1
M_1762,Engineering,2191,63,76,4.7
M_1763,Marketing,622,12,14,5.83
M_1764,Engineering,3376,113,73,6.63
M_1765,Sales,2768,162,47,6.5
M_1766,Customer Support,1803,86,38,4.47
M_1767,Marketing,4208,151,56,5.33
M_1768,HR,2578,71,100,6.9
M_1769,HR,1567,53,42,5.18
M_1770,Marketing,3271,87,45,4.89
M_1771,Customer Support,2858,69,58,3.79
M_1772,Legal,2855,160,75,3.45
M_1773,IT,2116,126,54,5.63
M_1774,Customer Support,2905,77,32,5.22
M_1775,Sales,2264,50,87,5.2
M_1776,Operations,3000,99,54,5.14
M_1777,Marketing,785,30,8,4.56
M_1778,Sales,2109,59,25,6.06
M_1779,Product Management,4049,129,110,5.43
M_1780,Engineering,1809,50,25,4.71
M_1781,Legal,1956,99,22,6.07
M_1782,Marketing,2096,101,44,4.83
M_1783,Operations,1406,63,40,5.39
M_1784,Operations,512,18,6,5.91
M_1785,Legal,2292,129,44,4.78
M_1786,Operations,2622,154,59,5.21
M_1787,Operations,2452,66,36,3.98
M_1788,Engineering,2369,68,59,6.12
M_1789,Marketing,2538,104,31,5.41
M_1790,Engineering,3420,80,38,5.55
M_1791,Customer Support,2328,87,59,5.21
M_1792,Marketing,1983,85,34,4.99
M_1793,Operations,2246,91,28,5.12
M_1794,Engineering,3021,100,68,6.17
M_1795,Engineering,3770,157,141,4.15
M_1796,Customer Support,1934,112,61,6.41
M_1797,Engineering,2589,73,89,4.34
M_1798,Engineering,2804,129,101,4.16
M_1799,Engineering,1606,34,62,4.93
M_1800,IT,2518,57,82,6.67
M_1801,Customer Support,1180,49,33,3.32
M_1802,HR,907,21,19,4.91
M_1803,Sales,2830,59,43,6.25
M_1804,Sales,2154,57,65,5.74
M_1805,Customer Support,2682,114,106,4.91
M_1806,Operations,2483,119,59,4.67
M_1807,Engineering,1621,45,51,4.48
M_1808,Engineering,2459,114,61,5.1
M_1809,Engineering,1390,37,31,4.14
M_1810,Operations,3751,167,83,5.19
M_1811,Customer Support,1279,46,32,4.41
M_1812,Sales,2323,107,48,5.61
M_1813,Engineering,1561,93,50,5.53
M_1814,Engineering,3013,173,109,3.76
M_1815,IT,2201,44,80,4.65
M_1816,Sales,2033,112,34,8.32
M_1817,Customer Support,3267,74,120,3.67
M_1818,Operations,2526,146,51,6.4
M_1819,HR,2964,92,57,5.16
M_1820,Sales,1616,57,51,5.24
M_1821,Engineering,1235,29,23,3.99
M_1822,Operations,2596,63,30,5.24
M_1823,Customer Support,2213,108,46,5.93
M_1824,Operations,3063,176,96,4.95
M_1825,Finance,2428,107,48,5.18
M_1826,Engineering,2684,130,77,6.01
M_1827,IT,1038,52,30,5.48
M_1828,Customer Support,4199,128,134,3.43
M_1829,Sales,2352,51,86,5.67
M_1830,IT,3127,62,71,6.18
M_1831,Finance,1747,59,26,5.16
M_1832,Finance,2777,82,54,2.91
M_1833,Customer Support,1327,29,30,4.88
M_1834,Customer Support,2906,78,91,4.41
M_1835,Operations,2179,54,22,3.68
M_1836,Engineering,2526,142,49,4.02
M_1837,Sales,3128,80,104,6.56
M_1838,R&D,1390,57,41,4.53
M_1839,Sales,1883,82,60,5.05
M_1840,HR,2911,121,100,5.04
M_1841,Marketing,4388,105,146,4.61
M_1842,Marketing,2375,77,72,5.36
M_1843,Operations,3032,66,70,4.82
M_1844,R&D,2403,86,94,4.01
M_1845,Sales,4248,117,115,5.29
M_1846,Engineering,927,39,14,5.62
M_1847,Engineering,2585,123,48,5.32
M_1848,Legal,1037,42,31,4.54
M_1849,Operations,244,9,9,6.55
M_1850,Sales,2767,98,42,6.66
M_1851,Customer Support,2625,140,32,5.61
M_1852,Product Management,2243,64,81,4.79
M_1853,Product Management,2404,118,90,5.29
M_1854,R&D,5288,265,96,4.97
M_1855,Sales,2267,83,48,6.64
M_1856,Customer Support,2959,94,88,4.54
M_1857,Marketing,1915,74,38,5.63
M_1858,Product Management,2765,65,100,5.0
M_1859,Customer Support,2285,49,30,4.66
M_1860,Customer Support,2130,52,23,6.89
M_1861,Operations,4137,113,67,4.58
M_1862,Engineering,3559,142,66,4.67
M_1863,Finance,2623,141,35,5.96
M_1864,Data Science,426,12,5,4.69
M_1865,R&D,2175,124,71,5.01
M_1866,Engineering,4932,287,73,4.56
M_1867,Engineering,2292,133,85,5.6
M_1868,Engineering,3492,186,73,5.73
M_1869,Customer Support,3797,131,114,4.41
M_1870,Customer Support,2697,61,45,5.18
M_1871,Sales,1742,74,29,4.34
M_1872,Marketing,308,13,8,4.83
M_1873,Product Management,3115,168,83,5.14
M_1874,Customer Support,1766,105,58,3.98
M_1875,Finance,2658,107,87,3.68
M_1876,Finance,1375,46,41,4.79
M_1877,Marketing,2261,62,53,5.87
M_1878,Sales,2530,51,92,6.74
M_1879,Finance,2741,110,78,4.68
M_1880,Operations,1496,63,59,5.61
M_1881,Product Management,3577,189,123,5.69
M_1882,Operations,1962,78,22,6.26
M_1883,Customer Support,992,56,19,4.69
M_1884,Engineering,2401,108,65,3.74
M_1885,Marketing,2530,135,80,5.54
M_1886,Engineering,2644,68,70,4.18
M_1887,Sales,3725,201,125,5.32
M_1888,Customer Support,2287,107,42,4.64
M_1889,Data Science,2392,64,37,4.84
M_1890,Engineering,1507,41,17,5.27
M_1891,HR,3238,184,88,5.86
M_1892,Customer Support,2665,56,81,4.24
M_1893,Sales,2121,81,41,6.33
M_1894,Finance,785,25,22,5.05
M_1895,Customer Support,3799,177,43,5.61
M_1896,Operations,1395,74,18,5.25
M_1897,Engineering,1967,67,61,4.97
M_1898,HR,2822,104,59,4.86
M_1899,Customer Support,1423,84,42,4.75
M_1900,Finance,1155,59,40,4.54
M_1901,Engineering,588,32,20,4.5
M_1902,Customer Support,3148,118,47,5.38
M_1903,Engineering,2009,58,49,4.18
M_1904,Customer Support,5134,187,164,4.41
M_1905,Sales,1605,78,53,6.86
M_1906,IT,1670,40,56,4.62
M_1907,HR,1991,61,33,5.8
M_1908,Sales,2718,59,42,5.28
M_1909,Engineering,2076,77,57,4.26
M_1910,Sales,3051,162,98,4.52
M_1911,Product Management,1619,33,31,6.06
M_1912,Data Science,1256,59,16,4.43
M_1913,HR,881,50,27,5.86
M_1914,Marketing,498,14,9,4.52
M_1915,Customer Support,2033,97,30,5.87
M_1916,Legal,2229,131,32,6.49
M_1917,Finance,1931,112,37,4.04
M_1918,HR,3619,106,100,4.15
M_1919,HR,3605,86,74,5.65
M_1920,Operations,2198,56,23,5.56
M_1921,Engineering,885,42,11,5.97
M_1922,Operations,1989,97,37,4.84
M_1923,HR,1960,92,58,6.76
M_1924,Customer Support,1908,63,24,4.87
M_1925,Engineering,1872,50,50,4.03
M_1926,Finance,1911,82,25,5.1
M_1927,Marketing,2152,84,35,4.48
M_1928,Operations,1928,94,29,6.61
M_1929,Engineering,2687,101,32,4.73
M_1930,Finance,2824,94,85,5.43
M_1931,Finance,1680,53,40,4.7
M_1932,Finance,3643,103,127,4.44
M_1933,Finance,1617,49,20,3.65
M_1934,Operations,1043,24,14,5.57
M_1935,Customer Support,2842,96,54,5.69
M_1936,Sales,1764,37,58,4.77
M_1937,Customer Support,2789,76,53,3.54
M_1938,Marketing,336,16,7,6.21
M_1939,Engineering,3753,123,71,3.82
M_1940,Engineering,3105,145,38,6.32
M_1941,Sales,1149,55,43,5.04
M_1942,Customer Support,1169,50,30,3.95
M_1943,Operations,4005,233,134,5.45
M_1944,Customer Support,1836,38,54,3.76
M_1945,Marketing,1749,86,44,4.91
M_1946,Marketing,460,26,5,6.03
M_1947,Engineering,2184,119,63,3.31
M_1948,Sales,2295,61,33,7.4
M_1949,Marketing,3143,103,70,5.4
M_1950,Engineering,1240,33,35,3.95
M_1951,Sales,1131,49,37,4.94
M_1952,Finance,2905,140,88,5.97
M_1953,Customer Support,3406,111,102,5.07
M_1954,Data Science,1085,45,15,6.39
M_1955,R&D,3473,165,70,4.73
M_1956,Operations,2533,93,28,5.49
M_1957,HR,3482,188,109,5.57
M_1958,Operations,2436,123,93,5.68
M_1959,Customer Support,229,5,4,5.47
M_1960,Engineering,2363,105,29,4.75
M_1961,HR,3454,101,83,4.96
M_1962,Product Management,1695,71,60,4.58
M_1963,HR,2150,125,57,5.27
M_1964,Finance,2341,129,26,6.0
M_1965,Finance,150,5,5,3.68
M_1966,Engineering,4004,126,139,5.86
M_1967,HR,1688,49,23,4.24
M_1968,Sales,2955,122,111,5.51
M_1969,Engineering,2421,59,56,6.01
M_1970,Engineering,3631,152,76,5.47
M_1971,Product Management,2865,57,68,5.23
M_1972,Sales,2288,75,80,4.64
M_1973,Marketing,1695,48,50,4.36
M_1974,Sales,3218,189,37,7.16
M_1975,R&D,813,39,31,4.63
M_1976,Sales,3081,104,44,5.52
M_1977,HR,1510,35,48,5.69
M_1978,Product Management,3627,147,105,4.28
M_1979,Product Management,2645,75,41,5.34
M_1980,Engineering,3079,127,46,5.3
M_1981,Customer Support,2573,137,92,4.76
M_1982,Marketing,922,41,20,5.05
M_1983,Marketing,1725,78,51,4.93
M_1984,Engineering,3105,129,78,4.3
M_1985,Engineering,2649,151,84,5.64
M_1986,Customer Support,3562,204,86,4.41
M_1987,Marketing,2862,115,53,6.29
M_1988,Marketing,1629,52,34,5.18
M_1989,Customer Support,1783,68,63,3.85
M_1990,Customer Support,2592,71,62,4.46
M_1991,Engineering,417,18,6,4.96
M_1992,Operations,4006,160,152,5.83
M_1993,Engineering,2897,69,98,4.6
M_1994,Customer Support,3604,100,42,4.54
M_1995,Operations,1077,42,43,6.12
M_1996,IT,3620,200,111,5.65
M_1997,Engineering,4508,192,66,6.61
M_1998,Engineering,1311,61,22,6.3
M_1999,Sales,3194,107,98,4.97
M_2000,Sales,2500,107,83,6.77
M_2001,Sales,1110,42,19,7.39
M_2002,Legal,2943,136,52,5.86
M_2003,Sales,3250,71,62,6.69
M_2004,Sales,1958,77,54,6.78
M_2005,Customer Support,3549,112,53,4.53
M_2006,Marketing,999,33,13,4.76
M_2007,Customer Support,1154,67,35,4.6
M_2008,Engineering,2622,71,87,3.61
M_2009,Marketing,2522,81,63,6.45
M_2010,Engineering,1855,74,38,4.97
M_2011,Engineering,3228,175,74,6.35
M_2012,Legal,2977,109,64,3.75
M_2013,Engineering,3272,162,126,5.98
M_2014,Finance,2389,129,78,4.82
M_2015,HR,3042,98,49,4.13
M_2016,Sales,2098,74,45,7.41
M_2017,Legal,4348,148,114,5.37
M_2018,Engineering,1768,94,50,5.42
M_2019,Operations,4394,95,105,5.0
M_2020,IT,2531,81,86,5.33
M_2021,Finance,1262,59,41,5.3
M_2022,R&D,3731,159,93,4.54
M_2023,Engineering,2613,97,93,4.69
M_2024,HR,3266,135,106,6.66
M_2025,Sales,3601,100,120,8.14
M_2026,Customer Support,2804,104,108,5.74
M_2027,Data Science,1966,78,35,5.6
M_2028,Sales,3378,189,60,5.88
M_2029,Operations,2500,76,91,4.3
M_2030,Engineering,3117,170,103,4.63
M_2031,Finance,561,25,21,4.63
M_2032,Marketing,2902,60,34,7.15
M_2033,IT,1925,94,55,6.65
M_2034,Finance,3987,85,57,5.67
M_2035,Sales,3060,183,76,5.27
M_2036,Engineering,2715,149,39,6.12
M_2037,Engineering,2937,93,40,4.99
M_2038,Sales,1601,48,16,4.0
M_2039,Sales,3960,139,114,6.09
M_2040,Product Management,4292,146,89,4.46
M_2041,Finance,2853,99,37,4.57
M_2042,Marketing,3931,128,77,5.18
M_2043,Engineering,1987,89,29,4.9
M_2044,Product Management,1782,47,68,4.85
M_2045,Customer Support,2536,136,49,4.86
